state_name,state_code,prio_year,patent_count,gdp,pop,fuel,avg_temp,lpop,lgdp,lfuel,lgdp_sq,ltemp,ihs_patent_count,log_patent_count
Delaware,DE,2002,12.6166666666667,56534.5,806,23.94,57.2,6.692083742506628,10.942606350251348,3.1755507001298273,119.74063373656112,4.046553898385752,3.229732731035047,2.6112945326379045
Delaware,DE,2003,12.7901515151515,57300,818,29.12,54.6,6.706862336602747,10.95605590270283,3.3714252233284854,120.03516094314953,4.000033882750859,3.2433473807582045,2.623954679065481
Delaware,DE,2004,15.6285714285714,60069.9,831,39.08,55.8,6.7226297948554485,11.003264163118333,3.6656108271745818,121.07182224336418,4.021773869387265,3.4432698856765582,2.8111223862420225
Delaware,DE,2005,13.1,59335.1,845,53.84,55.7,6.739336627357174,10.990956315443736,3.9860166853364722,120.80112072799254,4.019980146933238,3.267213029233132,2.6461747973841225
Delaware,DE,2006,15.5492424242424,60624.3,859,63.99,57.3,6.755768921984255,11.012451081781371,4.158726821151369,121.2740788286277,4.048300623720694,3.438191501616487,2.8063403258051185
Delaware,DE,2007,15.9321428571429,60477.9,872,69,56.3,6.77078942390898,11.010033288028362,4.23410650459726,121.22083300349263,4.030694535145645,3.4624692594943363,2.829213759732871
Delaware,DE,2008,28.7496392496392,58655.7,884,96.6,56.3,6.784457062637643,10.979440036060067,4.570578741218473,120.54810350543869,4.030694535145645,4.052074727807877,3.3928170058555693
Delaware,DE,2009,24.5103896103896,61517.7,892,56.56,55.4,6.79346613258001,11.027080217264778,4.0353020215883175,121.59649811799223,4.014579593753238,3.892660154542925,3.2390858048865465
Delaware,DE,2010,31.6762626262626,60577.2,900,71.74,56.7,6.802394763324311,11.01167386363851,4.273048472104136,121.25696127913947,4.037774210733707,4.148963831276549,3.4866489007304247
Delaware,DE,2011,12.4646825396825,62919.3,908,90.77,57.4,6.811244378601294,11.04960823187193,4.508328834538536,122.09384207785193,4.050044303325521,3.2176516389297642,2.6000701492817653
Delaware,DE,2012,20.9702131202131,62354.6,916,91.19,58.5,6.82001636467413,11.040592725451745,4.512945241945574,121.894687729298,4.069026754237811,3.736818209378327,3.0896875868598515
Delaware,DE,2013,23.6845238095238,60235.8,924,92.45,55.8,6.828712071641684,11.006022138927607,4.5266679578331335,121.13252332256462,4.021773869387265,3.8584143811715506,3.206176480843122
Delaware,DE,2014,6.24960317460317,64940.1,933,82.2,54.7,6.838405200847344,11.08122058553862,4.409155302062135,122.79344966536489,4.001863709427935,2.5320053671229195,1.9809467328311001
Delaware,DE,2015,5.62063492063492,66793.5,942,37.65,56.4,6.848005274576363,11.10936104940104,3.6283329542459026,123.41790292594897,4.032469158504013,2.4274130079378873,1.8901912748113667
